BIOGRID ID	ENTREZ GENE ID	SYSTEMATIC NAME	OFFICIAL SYMBOL	SYNONYMS	ORGANISM ID	ORGANISM NAME	INTERACTION COUNT	PTM COUNT	CHEMICAL INTERACTION COUNT	SOURCE	CATEGORY VALUES	CATEGORY IDS	CATEGORY TAGS	CATEGORY EVIDENCE VALUES	CATEGORY EVIDENCE IDS	CATEGORY EVIDENCE CLASSES	CATEGORY EVIDENCE METHODS	SUBCATEGORY VALUES	SUBCATEGORY IDS	SUBCATEGORY TAGS	SUBCATEGORY EVIDENCE VALUES	SUBCATEGORY EVIDENCE IDS	SUBCATEGORY EVIDENCE CLASSES	SUBCATEGORY EVIDENCE METHODS
36272	856221	YPR106W	ISR1	putative protein kinase ISR1|L000004210	559292	Saccharomyces cerevisiae (S288c)	178	4	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
31724	851190	YAL041W	CDC24	CLS4|Rho family guanine nucleotide exchange factor CDC24|L000000262	559292	Saccharomyces cerevisiae (S288c)	990	40	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
31831	851312	YDL214C	PRR2	serine/threonine protein kinase PRR2	559292	Saccharomyces cerevisiae (S288c)	88	7	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
31727	851193	YAL038W	CDC19	PYK1|pyruvate kinase CDC19|L000000258	559292	Saccharomyces cerevisiae (S288c)	381	63	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
33227	852865	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1|L000002856	559292	Saccharomyces cerevisiae (S288c)	908	11	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
31233	850641	YLL019C	KNS1	serine/threonine protein kinase KNS1|L124|L000000910	559292	Saccharomyces cerevisiae (S288c)	259	18	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
33225	852863	YGL021W	ALK1	protein kinase ALK1|L000002852	559292	Saccharomyces cerevisiae (S288c)	57	41	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
34848	854662	YIL144W	NDC80	HEC1|TID3|L000004311	559292	Saccharomyces cerevisiae (S288c)	527	18	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
33997	853718	YKL139W	CTK1	cyclin-dependent serine/threonine protein kinase CTK1|L000000432	559292	Saccharomyces cerevisiae (S288c)	1178	5	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
36072	855995	YPL109C	YPL109C	-	559292	Saccharomyces cerevisiae (S288c)	238	1	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
31238	850647	YLL013C	PUF3	mRNA-binding protein PUF3	559292	Saccharomyces cerevisiae (S288c)	3222	29	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
34897	854713	YIL095W	PRK1	PAK1|serine/threonine protein kinase PRK1|L000002879	559292	Saccharomyces cerevisiae (S288c)	267	23	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
33750	853450	YJL006C	CTK2	L000003011	559292	Saccharomyces cerevisiae (S288c)	281	1	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
